12 20 2020 2021 31 75 一带 一年 一系列 一路 上海 世代 世界 世界反法西斯战争 两国 两国人民 两国政府 中俄关系 中向 中国 中国政府 中说 主席 主线 习近平 书写 互致 交往 交换意见 人类 人间 代表 众志成城 伙伴关系 会晤 作出 作用 俄中 俄罗斯 健康 元首 充分发挥 克服 公平正义 共同体 共识 关系 内涵 决定性 决心 决战 出席 创新 创造 到来 务实 动荡 努力 北京 十三 十四五 协作 协调 历史性 友好 双边 发展 发展势头 发表 变革 史诗 合作 吉祥 同日 同米 同舟共济 向普京 启动 周年 命运 围绕 国务院 国家 国际 圆满 地区 坚定 坚忍不拔 增添 外部 多边 大爱用 奇迹 守望相助 安康 定期 对接 对此 小康社会 展示 峰会 带来 常态 平凡 庆祝 庞大 建成 建设 引领 弘扬 形式 影响 快速 总理 总统 意义 成功 成就 成果 成立 我同 我愿 战略 投身 抗疫 持续 指出 挑战 捍卫 推动 提升 携手 擘画 收官 改革开放 攻坚 斗争 新冠 新华社 新型 新年 新年贺词 新愿景 新篇章 既定目标 日电 时代 明年 普京 更多正 更大 机制 李克强 条件 条约 构建 框架 欧亚 气魄 沟通 注入 活动 深化 热点问题 理念 生命 疫情 睦邻友好 祝愿 祝贺 福祉 秉持 科技 稳定 突如其来 立法机构 第二十五次 签署 精神 组织 经济 经济社会 经贸合作 统筹 续写 美好 联合国 联盟 肺炎 胜利 能量 脱贫 至上 致以 舒斯京 落实 衷心 规模 视频 解决 评价 诚挚 诠释 贡献 贺电 达成 运行 这一 进一步 通力协作 通电话 部门 配合 重大成果 金砖 防控 面对 顺利 领域 高度 高水平 

0.31420472566097807 0.0 0.11918364380063348 0.0 0.31420472566097807 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2698426682452837 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.11918364380063348 0.0 0.19400523018557253 0.0 0.40476400236792553 0.0 0.0 0.0 0.0 0.15710236283048903 0.0 0.0 0.0 0.0 0.0 0.0 0.11918364380063348 0.0 0.15710236283048903 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.15710236283048903 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.11918364380063348 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.10697654282278289 0.10697654282278289 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.15710236283048903 0.0 0.3575509314019005 0.0 0.0 0.0 0.0 0.15710236283048903 0.0 0.0 0.11918364380063348 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.42790617129113157 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.16269381910635777 0.0 0.0 0.0 0.0 0.24180760381138974 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.18417684195036227 0.0 0.0 0.0 0.18417684195036227 0.21445546204544816 0.0 0.0 0.0 0.13241519901127186 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16269381910635777 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.21445546204544816 0.21445546204544816 0.18417684195036227 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.21445546204544816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.18417684195036227 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14603029200673648 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.21445546204544816 0.18417684195036227 0.0 0.21445546204544816 0.0 0.0 0.0 0.0 0.18417684195036227 0.0 0.0 0.0 0.0 0.21445546204544816 0.0 0.0 0.0 0.0 0.0 0.0 0.21445546204544816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16269381910635777 0.21445546204544816 0.18417684195036227 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.21445546204544816 0.21445546204544816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.18417684195036227 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.21445546204544816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.20820488345015012 0.20820488345015012 0.0 0.0 0.20820488345015012 0.0 0.0 0.0 0.20820488345015012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17880877244509336 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17880877244509336 0.11737990603904758 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1579518997651848 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.20820488345015012 0.0 0.0 0.20820488345015012 0.0 0.0 0.20820488345015012 0.0 0.1579518997651848 0.0 0.0 0.20820488345015012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.20820488345015012 0.20820488345015012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.20820488345015012 0.11737990603904758 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.20820488345015012 0.0 0.0 0.0 0.20820488345015012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.12855578876012802 0.0 0.0 0.0 0.0 0.0 0.17880877244509336 0.17880877244509336 0.0 0.0 0.0 0.0 0.0 0.0 0.20820488345015012 0.0 0.17880877244509336 0.0 0.0 0.0 0.17880877244509336 0.20820488345015012 0.0 0.17880877244509336 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17880877244509336 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.10015918115052343 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.15257586102235515 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.1776592888988175 0.15257586102235515 0.15257586102235515 0.0 0.0 0.1776592888988175 0.0 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 0.0 0.0 0.45772758306706546 0.0 0.15257586102235515 0.1776592888988175 0.0 0.0 0.0 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 0.0 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.12097447921426875 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.13477888571820526 0.0 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 0.15257586102235515 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1776592888988175 0.0 

0.0 0.17046650494013882 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.34093300988027764 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.12255805853424254 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.11190358313556782 0.0 0.0 0.0 0.0 0.11190358313556782 0.0 0.0 0.0 0.0 0.0 0.0 0.15058270314950112 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.15058270314950112 0.0 0.0 0.0 0.0 0.19849114955539737 0.19849114955539737 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.17046650494013882 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17046650494013882 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17046650494013882 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.15058270314950112 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17046650494013882 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.0 0.19849114955539737 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
